original_title,release_date,genres,keywords,actors,director
Megamind,2010-10-28,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']","['prison', 'fish', 'saving the world', 'date', 'gun', 'secret identity', 'superhero', 'anti hero', 'dna', 'mayor', 'museum', 'rain', 'villain', 'one-sided love', 'anthropomorphism', 'reporter', 'super villain', 'duringcreditsstinger', 'alien baby', 'stronger villain', 'invincible']","['Will Ferrell', 'Tina Fey', 'Jonah Hill', 'Brad Pitt', 'David Cross', 'Justin Theroux', 'Ben Stiller', 'Jessica Schulte', 'Tom McGrath', 'J.K. Simmons']",Derek Drymon
The Last Samurai,2003-12-05,"['Drama', 'Action', 'War']","['japan', 'samurai', 'swordplay', 'general', 'sense of guilt', 'war veteran', 'sword', 'war crimes', 'loss of loved one', 'self-discovery', 'arms deal', 'homeland', 'katana', 'emperor', 'language barrier', 'mountain village', 'foreign legion', 'insurgence', 'mercenary', 'campaign', 'leader', 'war strategy', 'gettysburg', 'slaughter', 'soldier', 'period drama', 'alcoholic', 'u.s. soldier', 'japanese army', 'warrior', '19th century', 'war trauma']","['Tom Cruise', 'Ken Watanabe', 'Timothy Spall', 'Tony Goldwyn', 'Hiroyuki Sanada', 'Koyuki', 'Shin Koyamada', 'Billy Connolly', 'Togo Igawa', 'Shichinosuke Nakamura']",Vincent Ward
Night at the Museum: Battle of the Smithsonian,2009-05-20,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","['museum', 'magical object', 'duringcreditsstinger', 'pharaoh', 'amelia earhart', 'inanimate objects come to life', 'smithsonian', 'back to life']","['Ben Stiller', 'Amy Adams', 'Owen Wilson', 'Hank Azaria', 'Robin Williams', 'Christopher Guest', 'Alain Chabat', 'Steve Coogan', 'Ricky Gervais', 'Bill Hader']",Chris Columbus
Pokémon Detective Pikachu,2019-05-03,"['Action', 'Adventure', 'Fantasy']","['amnesia', 'detective', 'car crash', 'pocket monsters', 'whodunit', 'based on video game', 'missing person', 'missing parent', 'buddy comedy', 'neo-noir', 'live action and animation', 'pikachu character', 'admiring', 'adoring', 'amused']","['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Suki Waterhouse', 'Omar Chaparro', 'Chris Geere', 'Rita Ora', 'Karan Soni', 'Josette Simon', 'Ken Watanabe']",Stephen Woolfenden
Nerve,2016-06-27,"['Mystery', 'Adventure', 'Crime']","['new york city', 'technology', 'internet', 'hacking', 'game', 'dare', 'cellphone video', 'taking a risk', 'based on young adult novel']","['Emma Roberts', 'Dave Franco', 'Emily Meade', 'Miles Heizer', 'Juliette Lewis', 'Kimiko Glenn', 'mgk', 'Marc John Jefferies', 'Samira Wiley', 'Brian Marc']",Henry Joost
The Proposal,2009-06-02,"['Comedy', 'Romance', 'Drama']","['new york city', 'blackmail', 'ex-girlfriend', 'assistant', 'deportation', 'immigration law', 'romantic comedy', 'alaska', 'fish out of water', 'humiliation', 'book editor', 'green card', 'employer employee relationship', 'duringcreditsstinger', 'woman director', 'publishing house', 'pretend relationship', 'rich family', 'father son conflict', 'native canadian', 'tyrannical boss', 'enemies to lovers', 'fake fiancé', ""grandmother's birthday""]","['Sandra Bullock', 'Ryan Reynolds', 'Malin Åkerman', 'Craig T. Nelson', 'Mary Steenburgen', 'Betty White', ""Denis O'Hare"", 'Óscar Núñez', 'Aasif Mandvi', 'Michael Nouri']",Raymond Prado
Bridge of Spies,2015-10-15,"['Thriller', 'Drama']","['central intelligence agency (cia)', 'spy', 'cold war', 'soviet union', 'pilot', 'lawyer', 'american', 'courtroom', 'russian spy', 'legal drama']","['Tom Hanks', 'Mark Rylance', 'Amy Ryan', 'Alan Alda', 'Sebastian Koch', 'Austin Stowell', 'Billy Magnussen', 'Michael Simon Hall', 'Edward James Hyland', 'Stephen Kunken']",Steven Spielberg
The Irishman,2019-11-01,"['Crime', 'Drama', 'History']","['chicago, illinois', 'philadelphia, pennsylvania', 'based on novel or book', 'hitman', 'pennsylvania, usa', 'gangster', '1970s', 'irish-american', 'male friendship', 'aging', 'family relationships', 'murder', 'organized crime', 'mafia', 'religion', 'sicilian mafia', 'nonlinear timeline', 'labor union', '1950s', '1960s', 'mob family', 'jimmy hoffa', 'voiceover', 'father daughter relationship', 'criminal as protagonist', 'killer as protagonist']","['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel', 'Ray Romano', 'Bobby Cannavale', 'Anna Paquin', 'Stephen Graham', 'Stephanie Kurtzuba', 'Jack Huston']",Francisco Ortiz
Teenage Mutant Ninja Turtles,2014-08-07,"['Science Fiction', 'Action', 'Adventure', 'Comedy']","['new york city', 'van', 'martial arts', 'hero', 'experiment', 'mutation', 'superhero', 'turtle', 'based on comic', 'ninja', 'vigilante', 'terrorism', 'sewer', 'reboot']","['Pete Ploszek', 'Alan Ritchson', 'Jeremy Howard', 'Noel Fisher', 'Megan Fox', 'Will Arnett', 'William Fichtner', 'Danny Woodburn', 'Johnny Knoxville', 'Tony Shalhoub']",Darin Rivetti
Angels & Demons,2009-04-23,"['Thriller', 'Mystery']","['based on novel or book', 'rome, italy', 'vatican', 'symbolism', 'illuminati', 'quantum mechanics', 'prequel', 'anti matter', 'conspiracy', 'investigator', 'catholicism', 'cern']","['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård', 'Pierfrancesco Favino', 'Nikolaj Lie Kaas', 'Armin Mueller-Stahl', 'Thure Lindhardt', 'David Pasquesi', 'Cosimo Fusco']",Ron Howard
Guardians of the Galaxy Vol. 3,2023-05-03,"['Science Fiction', 'Adventure', 'Action']","['hero', 'superhero', 'mad scientist', 'based on comic', 'sequel', 'superhero team', 'space opera', 'raccoon', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'cosmic', 'outer space', 'chosen family']","['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Karen Gillan', 'Pom Klementieff', 'Vin Diesel', 'Bradley Cooper', 'Sean Gunn', 'Chukwudi Iwuji', 'Will Poulter']",Lars P. Winther
Raya and the Last Dragon,2021-03-03,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']","['kung fu', 'sword', 'warrior woman', 'female protagonist', 'dragon', 'vietnamese', 'south asian', 'warrior']","['Kelly Marie Tran', 'Awkwafina', 'Gemma Chan', 'Alan Tudyk', 'Izaac Wang', 'Benedict Wong', 'Daniel Dae Kim', 'Thalia Tran', 'Sandra Oh', 'Dichen Lachman']",Camille Andre
Warcraft,2016-05-25,"['Action', 'Adventure', 'Fantasy']","['video game', 'chase', 'orcs', 'elves', 'magic', 'based on comic', 'world of warcraft', 'sorcerer', 'fictional war', 'based on video game', 'wizard', 'fictional language', 'live action and animation', 'muscles', 'sword and sorcery']","['Travis Fimmel', 'Paula Patton', 'Ben Foster', 'Dominic Cooper', 'Ben Schnetzer', 'Toby Kebbell', 'Robert Kazinsky', 'Clancy Brown', 'Ryan Robbins', 'Daniel Wu']",Duncan Jones
Yes Man,2008-12-09,"['Comedy', 'Romance']","['bungee-jump', 'scooter', 'inspirational', 'amused', 'cheerful', 'joyful']","['Jim Carrey', 'Zooey Deschanel', 'Bradley Cooper', 'John Michael Higgins', 'Rhys Darby', 'Danny Masterson', 'Fionnula Flanagan', 'Terence Stamp', 'Sasha Alexander', 'Molly Sims']",Peyton Reed
Insidious,2011-03-31,"['Horror', 'Thriller']","['medium', 'evil spirit', 'house warming', 'aftercreditsstinger', 'insidious', 'supernatural power', 'distressing']","['Patrick Wilson', 'Rose Byrne', 'Lin Shaye', 'Ty Simpkins', 'Barbara Hershey', 'Angus Sampson', 'Andrew Astor', 'Corbett Tuck', 'Heather Tocquigny', 'Ruben Pla']",James Wan
Mission: Impossible III,2006-04-25,"['Adventure', 'Action', 'Thriller']","['mask', 'mission', 'berlin, germany', 'central intelligence agency (cia)', 'computer', 'the white house', 'shanghai, china', 'funeral', 'explosive', 'secret mission', 'spy', 'vatican', 'secret identity', 'traitor', 'map', 'honeymoon', 'pretended murder', 'letter', 'covered investigation', 'secret agent', 'stamp', 'hard drive', 'e-mail', 'decipherment', 'suitcase', 'revenge', 'murder', 'hospital', 'duel', 'disguise', 'celebration', 'research laboratory', 'blast', 'based on tv series']","['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Michelle Monaghan', 'Jonathan Rhys Meyers', 'Keri Russell', 'Maggie Q', 'Simon Pegg', 'Eddie Marsan']",J.J. Abrams
Seven Pounds,2008-12-18,['Drama'],"['sadness', 'vegetarian', 'tax collector', 'blind', 'pianist', 'organ transplant', 'blood type', 'sad story', 'surprise-ending']","['Will Smith', 'Rosario Dawson', 'Woody Harrelson', 'Michael Ealy', 'Barry Pepper', 'Elpidia Carrillo', 'Robinne Lee', 'Bill Smitrovich', 'Joe Nuñez', 'Sarah Jane Morris']",Gabriele Muccino
Jupiter Ascending,2015-02-04,"['Science Fiction', 'Fantasy', 'Action']","['jupiter', 'space', 'space opera', 'woman director', 'interspecies romance']","['Channing Tatum', 'Mila Kunis', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth', 'Tuppence Middleton', 'Nikki Amuka-Bird', 'Christina Cole', 'Edward Hogg', 'Maria Doyle Kennedy']",Lana Wachowski
Tarzan,1999-06-18,"['Family', 'Adventure', 'Animation', 'Drama']","['baby', 'africa', 'gorilla', 'adoption', 'villain', 'feral child', 'tarzan', 'nest', 'anthropomorphism', 'jungle', 'camp', 'orphan']","['Tony Goldwyn', 'Minnie Driver', 'Glenn Close', 'Alex D. Linz', ""Rosie O'Donnell"", 'Brian Blessed', 'Nigel Hawthorne', 'Lance Henriksen', 'Wayne Knight', 'Taylor Dempsey']",Chris Buck
Prince of Persia: The Sands of Time,2010-05-19,"['Adventure', 'Fantasy', 'Action']","['persia', 'sandstorm', 'brother against brother', 'armageddon', 'based on video game']","['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina', 'Steve Toussaint', 'Toby Kebbell', 'Richard Coyle', 'Ronald Pickup', 'Reece Ritchie', 'Gísli Örn Garðarsson']",Boaz Yakin
Sleepy Hollow,1999-11-19,"['Drama', 'Fantasy', 'Thriller', 'Mystery', 'Horror']","['small town', 'steampunk', '19th century', 'headless horseman']","['Johnny Depp', 'Christina Ricci', 'Miranda Richardson', 'Michael Gambon', 'Casper Van Dien', 'Jeffrey Jones', 'Richard Griffiths', 'Ian McDiarmid', 'Michael Gough', 'Christopher Walken']",Tim Burton
The Expendables 2,2012-08-08,"['Action', 'Adventure', 'Thriller']","['airplane', 'loss of loved one', 'mercenary', 'airplane crash', 'beard', 'wisecrack humor', 'airport lounge', 'asian woman']","['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris', 'Bruce Willis', 'Arnold Schwarzenegger', 'Terry Crews', 'Jean-Claude Van Damme', 'Randy Couture']",Simon West
Mission: Impossible II,2000-05-24,"['Adventure', 'Action', 'Thriller']","['dying and death', 'island', 'central intelligence agency (cia)', 'helicopter', 'computer', 'spain', 'undercover', 'skyscraper', 'secret mission', 'spy', 'secret identity', 'ex-lover', 'secret agent', 'duel', 'lethal virus', 'rescue team', 'agent', 'research laboratory', 'based on tv series']","['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton', 'Ving Rhames', 'Richard Roxburgh', 'John Polson', 'Brendan Gleeson', 'Rade Šerbedžija', 'William Mapother', 'Dominic Purcell']",John Woo
The Emperor's New Groove,2000-12-15,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['central and south america', 'kingdom', 'birthday', 'peru', 'emperor', 'villain', 'palace', 'berater', 'breaking the fourth wall', 'incan empire', 'assassination attempt', '15th century', 'playful', 'llama']","['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton', 'Wendie Malick', 'Kellyann Kelso', 'Eli Russell Linnetz', 'Bob Bergen', 'Rodger Bumpass', 'Robert Clotworthy']",Paul Brizzi
Cinderella,1950-02-22,"['Family', 'Fantasy', 'Animation', 'Romance']","['princess', 'based on novel or book', 'loss of loved one', 'mouse', 'ball', 'fairy', 'prince', 'villain', 'musical', 'midnight', 'love', 'orphan', 'family', 'female villain', 'evil stepmother', 'stepsister', 'fairy godmother', 'cendrillon']","['Ilene Woods', 'Eleanor Audley', 'Verna Felton', 'Claire Du Brey', 'Rhoda Williams', 'James MacDonald', 'Helene Stanley', 'Luis van Rooten', 'Don Barclay', 'Lucille Bliss']",Wilfred Jackson
Hachi: A Dog's Tale,2009-06-08,"['Drama', 'Family']","['friendship', 'loyalty', 'pet', 'human animal relationship', 'family relationships', 'friends', 'dog', 'newspaper reporter', 'family dog', 'waiting', 'pets']","['Richard Gere', 'Joan Allen', 'Sarah Roemer', 'Cary-Hiroyuki Tagawa', 'Erick Avari', 'Robbie Sublett', 'Davenia McFadden', 'Jason Alexander', 'Kevin DeCoste', 'Robert Degnan']",Lasse Hallström
Rise of the Guardians,2012-11-21,"['Family', 'Animation', 'Fantasy', 'Action', 'Adventure']","['new york city', 'friendship', 'amnesia', 'santa claus', 'cartoon', 'villain', 'easter bunny', 'boogeyman', 'jack frost', 'duringcreditsstinger', 'christmas']","['Chris Pine', 'Alec Baldwin', 'Jude Law', 'Isla Fisher', 'Hugh Jackman', 'Dakota Goyo', 'Isabella Blake-Thomas', 'Jacob Bertrand', 'Khamani Griffin', 'Kamil McFadden']",Kendra Vander Vliet
RED,2010-10-13,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['assassin', 'central intelligence agency (cia)', 'undercover agent', 'kidnapping', 'assault rifle', 'retirement', 'based on comic', 'shootout', 'sniper rifle', 'explosion', 'retired', 'female spy', 'government agent', 'undercover operation', 'black ops', 'first date']","['Bruce Willis', 'John Malkovich', 'Morgan Freeman', 'Helen Mirren', 'Mary-Louise Parker', 'Karl Urban', 'Richard Dreyfuss', 'Brian Cox', 'Rebecca Pidgeon', 'Julian McMahon']",Robert Schwentke
Hansel & Gretel: Witch Hunters,2013-01-17,"['Fantasy', 'Horror', 'Action']","['witch', 'gun', 'black magic', 'troll', 'steampunk', 'witchcraft', 'evil', 'witch hunt', 'evil witch', 'duringcreditsstinger', 'nude swimming']","['Jeremy Renner', 'Gemma Arterton', 'Famke Janssen', 'Pihla Viitala', 'Derek Mears', 'Robin Atkin Downes', 'Ingrid Bolsø Berdal', 'Joanna Kulig', 'Thomas Mann', 'Peter Stormare']",Tommy Wirkola
28 Days Later,2002-10-31,"['Horror', 'Thriller', 'Science Fiction']","['daughter', 'taxi', 'london, england', 'submachine gun', 'gas station', 'infection', 'outbreak', 'survival', 'laboratory', 'hospital', 'zombie', 'brutality', 'church', 'rage', 'epidemic', 'military', 'virus', 'waking from coma', 'animal research', 'sinister']","['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson', 'Megan Burns', 'Christopher Eccleston', 'Noah Huntley', 'Luke Mably', 'Stuart McQuarrie', 'Ricci Harnett', 'Leo Bill']",Danny Boyle
The Intern,2015-09-23,['Comedy'],"['new york city', 'friendship', 'san francisco, california', 'office', 'masseuse', 'website', 'tai chi', 'internet', 'fish out of water', 'brooklyn, new york city', 'business start-up', 'driver', 'senior citizen', 'ceo', 'father figure', 'intern', 'social media', 'gentleman', 'woman director', 'city life', 'chivalry', 'retired life', 'professional woman', 'internship', 'e-comm', 'retailer', 'elderly widower', 'online store']","['Robert De Niro', 'Anne Hathaway', 'Rene Russo', 'Anders Holm', 'JoJo Kushner', 'Andrew Rannells', 'Adam Devine', 'Zack Pearlman', 'Christina Scherer', 'Nat Wolff']",Jeffrey Wetzel
The 40 Year Old Virgin,2005-08-11,"['Comedy', 'Romance']","['first time', 'virgin', 'male friendship', 'co-workers relationship', 'poker game', 'sex comedy', 'virginity', 'sex']","['Steve Carell', 'Catherine Keener', 'Paul Rudd', 'Romany Malco', 'Seth Rogen', 'Elizabeth Banks', 'Leslie Mann', 'Jane Lynch', 'Gerry Bednob', 'Shelley Malil']",Judd Apatow
mother!,2017-09-13,"['Drama', 'Horror', 'Thriller']","['husband wife relationship', 'nightmare', 'nihilism', 'chaos', 'pregnancy', 'bible', 'house', 'vandalism', 'cult', 'surrealism', 'writer', 'nature', 'death', 'madness', 'stranger', 'chaotic', 'forbidden fruit', 'mother nature', 'uninvited guest']","['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer', 'Brian Gleeson', 'Domhnall Gleeson', 'Jovan Adepo', 'Amanda Chiu', 'Patricia Summersett', 'Eric Davis']",Darren Aronofsky
Rio,2011-04-03,"['Animation', 'Adventure', 'Comedy', 'Family']","['rio de janeiro', 'pet', 'villain', 'carnival', 'parrot', 'musical', 'canary', 'jungle', 'samba', 'animals', 'duringcreditsstinger', 'pets', 'cartoon bird', 'brazil', 'brazilian cinema', 'smugglers', 'blue sky studios']","['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jane Lynch', 'Will.i.am', 'George Lopez', 'Wanda Sykes', 'Jamie Foxx', 'Rodrigo Santoro', 'Jemaine Clement']",Carlos Saldanha
The Nun,2018-09-05,['Horror'],"['rome, italy', 'nun', 'supernatural', 'exorcism', 'father', 'priest', 'spirit', 'demon', 'spin off', 'evil nun', 'demonic possession', 'romania', 'murder mystery', 'ancient evil', 'the conjuring universe']","['Taissa Farmiga', 'Demián Bichir', 'Bonnie Aarons', 'Jonas Bloquet', 'Ingrid Bisu', 'Patrick Wilson', 'Vera Farmiga', 'Lili Taylor', 'Charlotte Hope', 'Sandra Teles']",Corin Hardy
Mulan,2020-09-04,"['Adventure', 'Fantasy', 'Action', 'Family']","['martial arts', 'hero', 'china', 'fake identity', 'honor', 'east asian lead', 'heroine', 'based on myths, legends or folklore', 'live action and animation', 'chinese girl', 'live action remake']","['Liu Yifei', 'Donnie Yen', 'Gong Li', 'Jet Li', 'Jason Scott Lee', 'Yoson An', 'Tzi Ma', 'Rosalind Chao', 'Cheng Pei-pei', 'Ming-Na Wen']",Niki Caro
Love Actually,2003-09-07,"['Comedy', 'Romance', 'Drama']","['london, england', 'usa president', 'rock star', 'school performance', 'love at first sight', 'holiday', 'war on terror', 'marseille, france', 'office', 'christmas party', 'language barrier', 'prime minister', 'press conference', 'bars and restaurants', ""valentine's day"", 'heathrow airport', 'multiple storylines', 'christmas']","['Hugh Grant', 'Alan Rickman', 'Emma Thompson', 'Liam Neeson', 'Martine McCutcheon', 'Colin Firth', 'Bill Nighy', 'Laura Linney', 'Lúcia Moniz', 'Andrew Lincoln']",Christopher Newman
Prey,2022-08-02,"['Thriller', 'Action', 'Science Fiction']","['hunter', 'native american', 'alien life-form', 'alien', 'prequel', 'decapitation', 'bear', 'dog', 'severed foot', 'bear attack', 'comanche', 'human vs alien', 'indigenous peoples', 'severed arm', 'dog hero', 'great plains', 'suspenseful']","['Amber Midthunder', 'Dakota Beavers', 'Michelle Thrush', 'Stormee Kipp', 'Julian Black Antelope', 'Dane DiLiegro', 'Stefany Mathias', 'Bennett Taylor', 'Mike Paterson', 'Nelson Leis']",Michael Dris
Terminator 3: Rise of the Machines,2003-07-02,"['Action', 'Thriller', 'Science Fiction']","['man vs machine', 'artificial intelligence (a.i.)', 'saving the world', 'leather jacket', 'cyborg', 'killer robot', 'dystopia', 'nanotechnology', 'rocket launcher', 'veterinarian', 'fire engine', 'villain', 'time travel', 'psychiatrist', 'urban setting', 'female villain', 'firefighter', 'action hero', '2030s', 'good versus evil']","['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken', 'Earl Boen', 'David Andrews', 'Carolyn Hennesy', 'Jay Acovone', 'Mark Famiglietti', 'Moira Sinise']",Jonathan Mostow
The Age of Adaline,2015-04-16,"['Romance', 'Fantasy', 'Drama']","['immortality', 'san francisco, california', 'love', 'forever']","['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn', 'Kathy Baker', 'Amanda Crew', 'Lynda Boyd', 'Hugh Ross', 'Richard Harmon', 'Fulvio Cecere']",Lee Toland Krieger
